company_name,normalized_company_name,job_scraper,createdAt,updatedAt,deletedAt,company_jobpage,company_website,industry,imagelink,company_summary,company_description
Target,,TRUE,,,,"https://jobs.target.com/search-jobs?fl=6252001,1269750?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com",https://www.target.com/,Retail,https://ucarecdn.com/93f17f83-6b32-43b7-ba02-fa9f7536daf6/target.png,Expect more. Pay less.,"Target is one of the world's most recognized brands and one of America's leading retailers. We make Target our guests preferred shopping destination by offering outstanding value, inspiration, innovation and an exceptional guest experience that no other retailer can deliver.
  
  Target is committed to responsible corporate citizenship, ethical business practices, environmental stewardship and generous community support. 
  
  Since 1946, we have given 5 percent of our profits back to our communities. Our goal is to work as one team to fulfill our unique brand promise to our guests, wherever and whenever they choose to shop."
Teachable,,TRUE,,,,https://teachable.com/careers#job-list?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://teachable.com/,Internet,https://ucarecdn.com/6d5911a9-cd9b-4f65-a590-c8decebc3b17/teachable.png,We're helping you change the world by giving you the tools to share your knowledge through online courses and coaching.,"Teachable builds products that transform experience and know-how into thriving businesses. We believe shared knowledge has the power to change lives, and by enabling people to share what they know, we create a better world together. 
  Our reach is proven: As of 2020, more than 37 million students have enrolled in courses created on Teachable, and instructors using our platform have collectively earned nearly $1 billion."
Terminix,,TRUE,,,,https://terminix.jobs.net/en-US/search?%3Futm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.terminix.com/,Consumer Services,https://ucarecdn.com/91f15130-556b-4716-afb2-f1db9612ffd6/terminix.png,Don't be bugged by your student loans.,"Terminix is a leading provider of residential and commercial pest control. Terminix provides pest management services and protection against termites, mosquitoes, rodents, and other pests threatening human health and safety.
  Headquartered in Memphis, Tenn., Terminix serves approximately 2.9 million residential and commercial customers in 24 countries and territories."
The Goddard School,,TRUE,,,,https://recruiting.ultipro.com/GOD1001GOSY/JobBoard/d9bcba70-21be-405b-a68e-7fb1d8cb196c/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,https://www.goddardschool.com/,Education Administration Programs,https://ucarecdn.com/f9d4eb51-2898-4e54-92bf-e0729ca3eb02/the-goddard-school.png,The Goddard School offers the best childhood preparation for social and academic success.,"The Goddard School uses the most current, academically endorsed methods to ensure that children have fun while learning the skills they need for long-term success in school and in life. Our talented teachers also collaborate with parents to nurture children into respectful, confident and joyful learners."
The Home Depot,,TRUE,,,,https://careers.homedepot.com/job-search-results?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,homedepot.com,Retail,https://ucarecdn.com/1701acd1-35b6-4181-9bd5-8c3c1e33bdf6/home-depot.png,"The Home Depot, the world's largest home improvement specialty retailer, values and rewards dedicated, knowledgeable and experienced professionals.","We operate over 2,200 retail stores in all 50 states, the District of Columbia, Puerto Rico, the U.S. Virgin Islands, Guam, Canada and Mexico. All of our associates have one thing in mind - helping our customers build and improve upon their homes. Join The Home Depot team today and see for yourself why we are consistently ranked as a top Fortune 500 company."
The U.S. Government,,TRUE,,,,https://www.usa.gov/government-jobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,usa.gov,Government Administration,https://ucarecdn.com/bd9e7c99-c45e-40c5-aeae-45aa80870b33/logo-usagov.png,"The federal government of the United States (U.S. federal government) is the national government of the United States, a federal republic in North America, composed of 50 states, a federal district, five major self-governing territories and several island possessions.","The federal government is composed of three distinct branches: legislative, executive and judicial, whose powers are vested by the U.S. Constitution in the Congress, the president and the federal courts, respectively. The powers and duties of these branches are further defined by acts of Congress, including the creation of executive departments and courts inferior to the Supreme Court.
  
  The Federal student loan repayment program permits agencies to repay Federally insured student loans as a recruitment or retention incentive for candidates or current employees of the agency. The program implements 5 U.S.C. 5379, which authorizes agencies to set up their own student loan repayment programs to attract or retain highly qualified employees."
Tyson Foods,,TRUE,,,,https://tysonfoods.wd5.myworkdayjobs.com/TSN?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.tyson.com/,Food and Beverage Manufacturing,https://ucarecdn.com/298d3351-2b39-4039-9368-8c6938fac6e6/tyson-logo.png,Sustainably Feeding the World With the Fastest Growing Protein Brands.,"We are a company of people engaged in the production of food, seeking to pursue truth and integrity, and committed to creating value for our shareholders, our customers, our team members, and our communities."
Unilever,,TRUE,,,,https://careers.unilever.com/search-jobs/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,unilever.com,Manufacturing,https://ucarecdn.com/1ebce9db-3934-43d2-a645-5b33dbd2e9e3/unilever-logo.png,A better business. A better world. A better you.,"Be part of the world's most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. 
  
  We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. 
  
  Unleash your curiosity, challenge ideas and disrupt processes; use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best."
Unqork,,TRUE,,,,https://www.unqork.com/careers#openroles?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.unqork.com/careers#openroles,Software Development,https://ucarecdn.com/99d8656e-4f62-4312-84b4-1699e4f11679/unqork.png,"At Unqork, we're changing the way companies create new products and software without having to write a single line of code.","Unqork is a no-code application platform that helps large enterprises build complex custom software faster, with higher quality, and lower costs than conventional approaches."
Walmart,,TRUE,,,,"https://careers.walmart.com/results?q=&page=1&sort=rank&expand=department,brand,type,rate&jobCareerArea=all?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com",https://www.walmart.com/,Retail,https://ucarecdn.com/15204688-7430-4b1c-b120-5d3ad891ccd9/walmart-logo.png,Save money. Live better.,"We're committed to helping our customers save money so they can live better. Today, we're reinventing the shopping experience and our associates are at the heart of it. 
  
  When you join our Walmart family of brands (Sam's Club, Jet.com, Hayneedle, Modcloth, Moosejaw and many more!), you'll play a crucial role in shaping the future of retail, improving millions of lives around the world."
Waste Management,,TRUE,,,,https://careers.wm.com/jobs/search/6306794?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://wm.com,Environmental Sciences,https://ucarecdn.com/294baf05-8730-47a0-8a02-97a0331c222e/wm-logo.png,Waste Management is North America's leading provider of integrated environmental solutions.,"WM is North America's leading provider of integrated environmental solutions. We partner with our customers and communities to manage and reduce waste from collection to disposal while recovering valuable resources and creating clean, renewable energy. 
  
  We are on a quest for environmental performance, a mission to maximize resource value, while minimizing - and even eliminating - environmental impact so that both our economy and our environment can thrive."
Weedmaps,Weedmaps,TRUE,,,,https://weedmaps.com/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://weedmaps.com/,Internet,https://ucarecdn.com/ca62f26b-931a-4206-bf0d-fccaacb97ddd/weedmaps.png,Weedmaps is the technology platform powering the cannabis industry.,"Founded in 2008, Weedmaps is a leading technology and software infrastructure provider to the cannabis industry. Our suite of cloud-based software and data solutions includes point of sale, logistics and ordering solutions that enable customers to scale their businesses while complying with the complex and disparate regulations applicable to the cannabis industry. 
  In addition, our platform provides consumers with information regarding cannabis products across web and mobile platforms, including listing local retailers and brands, facilitating product discovery and allowing consumers to educate themselves on cannabis and its history, uses and legal status."
